block,wordIndex,romaji,jp,audio,english,mnemonic,spokenRank
7,27,kao,顔,かお,face,KA-O — FACE. → kao.,328
7,28,keikaku,計画,けいかく,plan,KEI-KAKU — PLAN. → keikaku.,329
7,29,maeni,前に,まえに,ago,MAE-NI — long AGO. → maeni.,330
7,30,shinu,死ぬ,しぬ,die,SHI-NU — DIE. → shinu.,331
7,31,go,五,ご,five,GO — count FIVE. → go.,332
7,32,ten,点,てん,point,TEN — good POINT. → ten.,333
7,33,tatakau,戦う,たたかう,fight,TA-TA-KAU — FIGHT. → tatakau.,334
7,34,kazu,数,かず,number,KA-ZU — NUMBER. → kazu.,335
7,35,tabun,多分,たぶん,probably / maybe,TA-BUN — PROBABLY. → tabun.,133
7,36,untensuru,運転する,うんてんする,drive,UN-TEN — DRIVE. → untensuru.,337
7,37,utsukushii,美しい,うつくしい,beautiful,UTSUKU-SHII — BEAUTIFUL. → utsukushii.,338
7,38,juu,銃,じゅう,gun,JUU — GUN. → juu.,339
7,39,timu,ティム,ティム,Tim,TIM — name TIM. → timu.,340
7,40,kurutta,狂った,くるった,crazy,KU-RUTTA — CRAZY. → kurutta.,341
7,41,damaru,黙る,だまる,shut up,DA-MA-RU — SHUT up. → damaru.,342
7,42,chansu,チャンス,チャンス,chance,CHANCE — same word. → chansu.,343
7,43,ochiru,落ちる,おちる,fall,O-CHI-RU — FALL down. → ochiru.,344
7,44,osoi,遅い,おそい,late / slow,O-SOI — LATE. → osoi.,345
7,45,denwa,電話,でんわ,phone,DEN-WA — PHONE. → denwa.,346
7,46,negau,願う,ねがう,wish,NE-GA-U — WISH for it. → negau.,347
7,47,setto,セット,セット,set,SET — same word. → setto.,348
7,48,haato,ハート,ハート,heart,HEART — same word. → haato.,349
7,49,daremo,誰も,だれも,nobody,DARE-MO — NOBODY. → daremo.,350
8,0,kantan,簡単,かんたん,easy,KAN-TAN — EASY. → kantan.,351
8,1,hanashi,話,はなし,story,HA-NA-SHI — STORY. → hanashi.,352
8,2,kiru,切る,きる,cut,KI-RU — CUT it. → kiru.,353
8,3,chuumon,注文,ちゅうもん,order,CHUU-MON — ORDER food. → chuumon.,354
8,4,shita,下,した,under,SHI-TA — UNDER. → shita.,355
8,5,paatii,パーティー,パーティー,party,PARTY — same word. → paatii.,356
8,6,tsuki,月,つき,month,TSU-KI — MONTH. → tsuki.,357
8,7,jakku,ジャック,ジャック,Jack,JACK — name JACK. → jakku.,358
8,8,yon,四,よん,four,YON — count FOUR. → yon.,359
8,9,sugu,すぐ,すぐ,soon / right away,SUGU — SOON / right away → sugu.,39
8,10,hon,本,ほん,book,HON — BOOK. → hon.,361
8,11,chotto,ちょっと,ちょっと,a little,CHOTTO — A LITTLE. → chotto.,97
8,12,shotto,ショット,ショット,shot,SHOT — same word. → shotto.,363
8,13,daredemo,誰でも,だれでも,anyone,DARE-DEMO — ANYONE. → daredemo.,364
8,14,machi,町,まち,town,MA-CHI — TOWN. → machi.,365
8,15,hontouni,本当に,ほんとうに,really,HONTOUNI — REALLY → hontouni.,90
8,16,sorezore,それぞれ,それぞれ,each,SO-RE-ZO-RE — EACH one. → sorezore.,367
8,17,watashino,私の,わたしの,mine,WATASHI NO — MINE. → watashino.,368
8,18,kowai,怖い,こわい,scary / afraid,KOWAI — SCARY / afraid → kowai.,369
8,19,tonikaku,とにかく,とにかく,anyway,TO-NI-KAKU — ANYWAY. → tonikaku.,370
8,20,seikakuni,正確に,せいかくに,exactly,SEI-KAKU-NI — EXACTLY. → seikakuni.,371
8,21,inu,犬,いぬ,dog,I-NU — DOG. → inu.,372
8,22,nandemo,何でも,なんでも,anything,NAN-DEMO — ANYTHING. → nandemo.,135
8,23,komaru,困る,こまる,be in trouble,KOMARU — be in TROUBLE → komaru.,3
8,24,wakai,若い,わかい,young,WA-KAI — YOUNG. → wakai.,375
8,25,mina,皆,みな,everyone,MI-NA — EVERYONE. → mina.,376
8,26,kawaru,変わる,かわる,change,KA-WA-RU — CHANGE. → kawaru.,377
8,27,haoru,羽織る,はおる,wear,HA-O-RU — WEAR a jacket. → haoru.,378
8,28,mizu,水,みず,water,MI-ZU — WATER. → mizu.,379
8,29,shiri,尻,しり,ass,SHI-RI — crude for ASS. → shiri.,380
8,30,keisatsu,警察,けいさつ,police,KEI-SATSU — POLICE. → keisatsu.,381
8,31,kyoumi,興味,きょうみ,interest,KYOU-MI — INTEREST. → kyoumi.,382
8,32,tanoshii,楽しい,たのしい,fun / enjoyable,TA-NO-SHII — FUN. → tanoshii.,383
8,33,kotae,答え,こたえ,answer,KO-TAE — ANSWER. → kotae.,384
8,34,geemu,ゲーム,ゲーム,game,GAME — same word. → geemu.,385
8,35,yakusoku,約束,やくそく,promise,YAKU-SOKU — PROMISE. → yakusoku.,386
8,36,kappuru,カップル,カップル,couple,COUPLE — same word. → kappuru.,387
8,37,yume,夢,ゆめ,dream,YU-ME — DREAM. → yume.,388
8,38,kangaeru,考える,かんがえる,think,KANGAERU — THINK → kangaeru.,40
8,39,hiku,引く,ひく,pull,HI-KU — PULL. → hiku.,390
8,40,hikari,光,ひかり,light,HI-KA-RI — LIGHT. → hikari.,391
8,41,karada,体,からだ,body,KA-RA-DA — BODY. → karada.,392
8,42,utsu,撃つ,うつ,shoot,U-TSU — SHOOT. → utsu.,393
8,43,riyuu,理由,りゆう,reason,RI-YUU — REASON. → riyuu.,394
8,44,dareka,誰か,だれか,someone,DARE-KA — SOMEONE. → dareka.,239
8,45,shinainaru,親愛なる,しんあいなる,dear,SHIN-AI-NARU — DEAR. → shinainaru.,396
8,46,yasumu,休む,やすむ,rest / take off,YA-SU-MU — REST. → yasumu.,60
8,47,shi,死,し,death,SHI — DEATH. → shi.,398
8,48,tooi,遠い,とおい,far,TO-O-I — FAR. → tooi.,399
8,49,eeto,えーと,えーと,um,"E-TO — UM, let me think. → eeto.",400
9,0,shimeru,閉める,しめる,close,SHI-ME-RU — CLOSE the door. → shimeru.,401
9,1,gawa,側,がわ,side,GA-WA — SIDE of the road. → gawa.,402
9,2,omoshiroi,面白い,おもしろい,interesting / funny,OMOSHIROI — INTERESTING / funny → omoshiroi.,403
9,3,odoru,踊る,おどる,dance,O-DO-RU — DANCE. → odoru.,404
9,4,honoo,炎,ほのお,fire,HO-NO-O — FIRE. → honoo.,405
9,5,kirai,嫌い,きらい,dislike,KIRAI — DISLIKE. → kirai.,
9,6,naka,中,なか,inside,NA-KA — INSIDE. → naka.,407
9,7,tsuru,吊る,つる,hang,TSU-RU — HANG up. → tsuru.,408
9,8,tokidoki,時々,ときどき,sometimes,TO-KI-DO-KI — SOMETIMES. → tokidoki.,
9,9,kyaputen,キャプテン,キャプテン,captain,CAPTAIN — same word. → kyaputen.,410
9,10,shashin,写真,しゃしん,picture,SHA-SHIN — PICTURE. → shashin.,411
9,11,shitagau,従う,したがう,follow,SHI-TA-GA-U — FOLLOW. → shitagau.,412
9,12,chigau,違う,ちがう,different,CHI-GA-U — DIFFERENT. → chigau.,413
9,13,shunkan,瞬間,しゅんかん,moment,SHUN-KAN — MOMENT. → shunkan.,414
9,14,shimai,姉妹,しまい,sister,SHI-MAI — SISTER. → shimai.,415
9,15,sukunakutomo,少なくとも,すくなくとも,at least,SUKUNAKUTOMO — AT LEAST → sukunakutomo.,52
9,16,juuyou,重要,じゅうよう,important,JUU-YOU — IMPORTANT. → juuyou.,417
9,17,yuushoku,夕食,ゆうしょく,dinner,YUU-SHOKU — DINNER. → yuushoku.,418
9,18,a,あ,あ,ah,AH — spoken gasp. → a.,419
9,19,mo,も,も,too / also,"""ME TOO!"" — ALSO. → mo.",101
9,20,retsu,列,れつ,line,RE-TSU — LINE / queue. → retsu.,421
9,21,otosu,落とす,おとす,drop,O-TO-SU — DROP it. → otosu.,422
9,22,shinjiru,信じる,しんじる,believe,SHIN-JI-RU — BELIEVE. → shinjiru.,173
9,23,kaisha,会社,かいしゃ,company,KAISHA — COMPANY → kaisha.,508
9,24,kanari,かなり,かなり,pretty / quite,KA-NA-RI — QUITE. → kanari.,257
9,25,otto,夫,おっと,husband,OT-TO — HUSBAND. → otto.,426
9,26,hakkiri,はっきり,はっきり,clearly,HAKKIRI — CLEARLY → hakkiri.,1793
9,27,nitaishite,〜に対して,〜にたいして,against,NI-TAI-SHITE — AGAINST. → nitaishite.,428
9,28,sawaru,触る,さわる,touch,SA-WA-RU — TOUCH. → sawaru.,429
9,29,sain,サイン,サイン,sign,SIGN — same word. → sain.,430
9,30,fushigi,不思議,ふしぎ,mysterious / strange,FUSHIGI — MYSTERIOUS / strange → fushigi.,804
9,31,roku,六,ろく,six,RO-KU — SIX. → roku.,432
9,32,hanbun,半分,はんぶん,half,HAN-BUN — HALF. → hanbun.,433
9,33,kuuru,クール,クール,cool,COOL — same word. → kuuru.,434
9,34,manabu,学ぶ,まなぶ,learn,MA-NA-BU — LEARN. → manabu.,435
9,35,jijitsu,事実,じじつ,fact,JI-JI-TSU — FACT. → jijitsu.,436
9,36,sakini,先に,さきに,ahead / first,SAKINI — AHEAD / first → sakini.,145
9,37,maikeru,マイケル,マイケル,Michael,MICHAEL — name. → maikeru.,438
9,38,tooru,通る,とおる,pass,TO-O-RU — PASS through. → tooru.,439
9,39,beddo,ベッド,ベッド,bed,BED — same word. → beddo.,440
9,40,takai,高い,たかい,expensive / high,TA-KAI — HIGH. → takai.,441
9,41,jon,ジョン,ジョン,John,JOHN — name. → jon.,442
9,42,owaru,終わる,おわる,end / finish,OWARU — END / finish → owaru.,288
9,43,shinjitsu,真実,しんじつ,truth,SHIN-JI-TSU — TRUTH. → shinjitsu.,444
9,44,hotondo,ほとんど,ほとんど,almost,HO-TON-DO — ALMOST. → hotondo.,445
9,45,tateru,建てる,たてる,build,TA-TE-RU — BUILD. → tateru.,446
9,46,atsui,暑い,あつい,hot (weather),A-TSU-I — HOT. → atsui.,447
9,47,kakeru,賭ける,かける,bet,KA-KE-RU — BET on it. → kakeru.,448
9,48,ushiro,後ろ,うしろ,behind,U-SHI-RO — BEHIND. → ushiro.,449
9,49,mou,もう,もう,already / anymore,MOU — not ANYMORE. → mou.,304
10,0,chi,血,ち,blood,CHI — BLOOD. → chi.,451
10,1,chikara,力,ちから,power,CHI-KA-RA — POWER. → chikara.,452
10,2,ashi,足,あし,foot / leg,ASHI — FOOT / leg → ashi.,453
10,3,papa,パパ,パパ,daddy,PAPA — DADDY. → papa.,454
10,4,mama,ママ,ママ,mom,MAMA — MOM. → mama.,244
10,5,shiyou,〜しよう,〜しよう,let's / shall we,~SHIYOU — LET'S / shall we → shiyou.,456
10,6,youkoso,ようこそ,ようこそ,welcome,YOU-KO-SO — WELCOME. → youkoso.,457
10,7,sensou,戦争,せんそう,war,SEN-SOU — WAR. → sensou.,458
10,8,koudou,行動,こうどう,action / behavior,KOUDOU — ACTION / behavior → koudou.,924
10,9,baka,バカ,ばか,stupid,BA-KA — STUPID. → baka.,460
10,10,mae,前,まえ,before / in front,MAE — BEFORE / in front. → mae.,13
10,11,kusoonna,クソ女,くそおんな,bitch,KUSO-ONNA — crude insult. → kusoonna.,462
10,12,isshoni,一緒に,いっしょに,together,ISSHO-NI — TOGETHER. → isshoni.,260
10,13,jiyuu,自由,じゆう,freedom / free,JIYUU — FREEDOM / free → jiyuu.,464
10,14,dochiraka,どちらか,どちらか,either,DO-CHI-RA-KA — EITHER one. → dochiraka.,465
10,15,dakedo,だけど,だけど,though,DA-KE-DO — THOUGH. → dakedo.,466
10,16,musume,娘,むすめ,daughter,MU-SU-ME — DAUGHTER. → musume.,467
10,17,kisu,キス,キス,kiss,KISS — same word. → kisu.,468
10,18,baibai,バイバイ,バイバイ,bye,BYE-BYE — BYE. → baibai.,469
10,19,toori,通り,とおり,street,TO-O-RI — STREET. → toori.,470
10,20,katsu,勝つ,かつ,win,KA-TSU — WIN. → katsu.,471
10,21,kitaisuru,期待する,きたいする,expect,KI-TAI — EXPECT. → kitaisuru.,472
10,22,tokai,都会,とかい,city,TO-KAI — the CITY. → tokai.,473
10,23,isogu,急ぐ,いそぐ,hurry,I-SO-GU — HURRY. → isogu.,474
10,24,aida,間,あいだ,between / while,AI-DA — BETWEEN. → aida.,281
10,25,kuro,黒,くろ,black,KU-RO — BLACK. → kuro.,476
10,26,keikan,警官,けいかん,cop,KEI-KAN — COP. → keikan.,477
10,27,kuni,国,くに,country,KU-NI — COUNTRY. → kuni.,478
10,28,ureshii,嬉しい,うれしい,happy / glad,URESHII — HAPPY / glad → ureshii.,293
10,29,sono,その,その,that / its,SONO — THAT / its → sono.,8
10,30,shiro,白,しろ,white,SHI-RO — WHITE. → shiro.,481
10,31,soto,外,そと,outside,SO-TO — OUTSIDE. → soto.,482
10,32,satsujin,殺人,さつじん,murder,SATSU-JIN — MURDER. → satsujin.,483
10,33,naguru,殴る,なぐる,beat,NA-GU-RU — BEAT. → naguru.,484
10,34,eiga,映画,えいが,movie,EI-GA — MOVIE. → eiga.,485
10,35,made,〜まで,〜まで,until,MADE — UNTIL. → made.,317
10,36,ippai,いっぱい,いっぱい,a lot / full,IPPAI — A LOT / full → ippai.,185
10,37,byouki,病気,びょうき,sick,BYOU-KI — SICK. → byouki.,488
10,38,nageru,投げる,なげる,throw,NA-GE-RU — THROW. → nageru.,489
10,39,kizu,傷,きず,scar,KI-ZU — SCAR / wound. → kizu.,490
10,40,chiimu,チーム,チーム,team,TEAM — same word. → chiimu.,491
10,41,kirei,きれい,きれい,pretty / clean,KIREI — PRETTY / clean → kirei.,257
10,42,subarashii,素晴らしい,すばらしい,wonderful,SU-BA-RA-SHII — WONDERFUL. → subarashii.,493
10,43,naru,なる,なる,become,NA-RU — BECOME. → naru.,494
10,44,sukuu,救う,すくう,save,SU-KUU — SAVE. → sukuu.,495
10,45,shurui,種類,しゅるい,kind / type,SHURUI — KIND / type → shurui.,189
10,46,furanku,フランク,フランク,Frank,FRANK — name. → furanku.,497
10,47,jiizasu,ジーザス,ジーザス,Jesus,JESUS — name. → jiizasu.,498
10,48,chen,チェン,チェン,Chang,CHEN — name. → chen.,499
10,49,kanpeki,完璧,かんぺき,perfect,KAN-PEKI — PERFECT. → kanpeki.,500
