block,wordIndex,romaji,jp,audio,english,mnemonic,spokenRank
7,24,doko demo,どこでも,どこでも,anywhere,DO-KO DE-MO — ANYWHERE. → doko demo.,791
7,25,dare demo,誰でも,だれでも,anyone,DARE-DEMO — ANYONE. → daredemo.,364
7,26,nan demo,何でも,なんでも,anything,NAN-DEMO — ANYTHING. → nandemo.,135
7,27,zenzen,全然,ぜんぜん,not at all / totally,ZEN-ZEN — NOT AT ALL. → zenzen.,27
7,28,zettai,絶対,ぜったい,definitely / absolutely,ZE-TTAI — DEFINITELY. → zettai.,639
7,29,yappari,やっぱり,やっぱり,as expected / after all,YA-PPA-RI — AS EXPECTED. → yappari.,67
7,30,yahari,やはり,やはり,as expected / after all,YA-HA-RI — AS EXPECTED. → yahari.,67
7,31,naruhodo,なるほど,なるほど,I see / makes sense,N-A-RU-HO-DO — I SEE. → naruhodo.,2
7,32,tashika,確か,たしか,if I remember right / certain,TA-SHI-KA — IF I REMEMBER RIGHT. → tashika.,47
7,33,tashikani,確かに,たしかに,indeed / true,TA-SHI-KAN-I — INDEED. → tashikani.,366
7,34,kanarazu,必ず,かならず,definitely / without fail,KAN-A-RA-ZU — DEFINITELY. → kanarazu.,278
7,35,kitto,きっと,きっと,surely / probably,KI-TTO — SURELY. → kitto.,336
7,36,moshikashite,もしかして,もしかして,maybe / could it be,MO-SHI-KA-SHI-TE — MAYBE. → moshikashite.,88
7,37,daitai,だいたい,だいたい,roughly / generally,DAI-TAI — ROUGHLY. → daitai.,4287
7,38,hotondo,ほとんど,ほとんど,almost / mostly,HO-TON-DO — ALMOST. → hotondo.,445
7,39,yoku,よく,よく,often / well,YO-KU — OFTEN. → yoku.,56
7,40,tama ni,たまに,たまに,occasionally,TA-MA N-I — OCCASIONALLY. → tama ni.,4676
7,41,amari,あまり,あまり,not much / not very,A-MA-RI — NOT MUCH. → amari.,27
7,42,zenbu,全部,ぜんぶ,all / everything,ZEN BU — EVERYTHING. → zenbu.,29
7,43,hanbun,半分,はんぶん,half,HAN-BUN — HALF. → hanbun.,433
7,44,hoka,他,ほか,other / another,HOOK A different OTHER one. → hoka.,147
7,45,betsu,別,べつ,different / separate,BE-TSU — DIFFERENT. → betsu.,413
7,46,onaji,同じ,おなじ,same,O-NA-JI — the SAME. → onaji.,249
7,47,chigau,違う,ちがう,different / wrong,CHI-GA-U — DIFFERENT. → chigau.,209
7,48,issho,一緒,いっしょ,together / same,I-SSHO — TOGETHER. → issho.,249
7,49,hitori,一人,ひとり,one person / alone,HI-TO-RI — ALONE. → hitori.,54
8,0,futari,二人,ふたり,two people,FU-TA-RI — TWO PEOPLE. → futari.,123
8,1,ooku,多く,おおく,many / much,OO-KU — MANY. → ooku.,129
8,2,sukunai,少ない,すくない,few / not much,SU-KUN-AI — FEW. → sukunai.,27
8,3,juubun,十分,じゅうぶん,enough,JU-BUN — ENOUGH bread. → juubun.,219
8,4,hotondo nai,ほとんどない,ほとんどない,hardly any,HO-TON-DO N-AI — HARDLY ANY. → hotondo nai.,1203
8,5,choudo,ちょうど,ちょうど,exactly / just right,CHOU-DO — EXACTLY. → choudo.,31
8,6,oyoso,およそ,およそ,approximately / roughly,O-YO-SO — APPROXIMATELY. → oyoso.,4552
8,7,gurai,ぐらい,ぐらい,about / approximately,GU-RAI — ABOUT. → gurai.,45
8,8,kurai,くらい,くらい,about / approximately,KU-RAI — ABOUT. → kurai.,45
8,9,hodo,ほど,ほど,about / extent,HO-DO — ABOUT. → hodo.,45
8,10,sugu,すぐ,すぐ,right away / soon,SUGU — SOON / right away → sugu.,39
8,11,sakki,さっき,さっき,just before / a moment ago,SA-KKI — JUST BEFORE. → sakki.,6
8,12,ato de,後で,あとで,later,A-TO-DE — LATER. → atode.,326
8,13,mae ni,前に,まえに,before,MAE-NI — long AGO. → maeni.,150
8,14,saikin,最近,さいきん,recently / lately,SAI-KIN — RECENTLY. → saikin.,1265
8,15,mukashi,昔,むかし,long ago / old days,MU-KA-SHI — LONG AGO. → mukashi.,171
8,16,kondo,今度,こんど,next time / this time,KON-DO — NEXT TIME. → kondo.,18
8,17,konshuu,今週,こんしゅう,this week,KON-SHUU — THIS WEEK. → konshuu.,18
8,18,raishuu,来週,らいしゅう,next week,RAI-SHUU — NEXT WEEK. → raishuu.,235
8,19,senshuu,先週,せんしゅう,last week,SEN-SHUU — LAST WEEK. → senshuu.,161
8,20,kongetsu,今月,こんげつ,this month,KON-GE-TSU — THIS MONTH. → kongetsu.,18
8,21,raigetsu,来月,らいげつ,next month,RAI-GE-TSU — NEXT MONTH. → raigetsu.,235
8,22,sengetsu,先月,せんげつ,last month,SEN-GE-TSU — LAST MONTH. → sengetsu.,161
8,23,kotoshi,今年,ことし,this year,KO-TO-SHI — THIS YEAR. → kotoshi.,18
8,24,rainen,来年,らいねん,next year,RAIN-EN — NEXT YEAR. → rainen.,235
8,25,kyonen,去年,きょねん,last year,KYON-EN — LAST YEAR. → kyonen.,161
8,26,heijitsu,平日,へいじつ,weekday,HEI-JI-TSU — WEEKDAY. → heijitsu.,
8,27,shuumatsu,週末,しゅうまつ,weekend,SHUU-MA-TSU — WEEKEND. → shuumatsu.,984
8,28,jikan,時間,じかん,time / hours,JI-KAN — an HOUR. → jikan.,76
8,29,fun,分,ふん,minute,One FUN MINUTE on the clock. → fun.,178
8,30,byou,秒,びょう,second,BYOU — a SECOND. → byou.,276
8,31,ji,時,じ,o'clock,JI — O'CLOCK. → ji.,
8,32,han,半,はん,half past / half,HAN — HALF PAST. → han.,433
8,33,ima kara,今から,いまから,from now / now,I-MA KA-RA — FROM NOW. → ima kara.,53
8,34,mou sugu,もうすぐ,もうすぐ,very soon,MOU SU-GU — VERY SOON. → mou sugu.,110
8,35,itsuka,いつか,いつか,someday / sometime,I-TSU-KA — SOMEDAY. → itsuka.,409
8,36,shibaraku,しばらく,しばらく,for a while,SHI-BA-RA-KU — FOR A WHILE. → shibaraku.,21
8,37,zutto,ずっと,ずっと,all along / much more,ZU-TTO — ALL ALONG. → zutto.,29
8,38,mae,前,まえ,front / before,MAE — BEFORE / in front. → mae.,150
8,39,ushiro,後ろ,うしろ,behind / back,U-SHI-RO — BEHIND. → ushiro.,72
8,40,naka,中,なか,inside,NA-KA — INSIDE. → naka.,407
8,41,soto,外,そと,outside,SO-TO — OUTSIDE. → soto.,482
8,42,ue,上,うえ,above / on top,UE — ABOVE. → ue.,20
8,43,shita,下,した,below / under,SHI-TA — UNDER. → shita.,355
8,44,yoko,横,よこ,beside / side,YO-KO — BESIDE. → yoko.,402
8,45,tonari,隣,となり,next to / neighbouring,TON-A-RI — NEXT TO. → tonari.,235
8,46,chikaku,近く,ちかく,nearby,CHI-KA-KU — NEARBY. → chikaku.,4284
8,47,tooi,遠い,とおい,far,TO-O-I — FAR. → tooi.,399
8,48,chikai,近い,ちかい,near / close,CHI-KAI — NEAR. → chikai.,401
8,49,migi,右,みぎ,right,MI-GI — RIGHT. → migi.,39
9,0,hidari,左,ひだり,left,HI-DA-RI — LEFT. → hidari.,
9,1,massugu,まっすぐ,まっすぐ,straight ahead,MA-SSU-GU — STRAIGHT AHEAD. → massugu.,609
9,2,mukou,向こう,むこう,over there / other side,MU-KOU — OVER THERE. → mukou.,105
9,3,hou,方,ほう,direction / side / one,HOU — DIRECTION. → hou.,54
9,4,michi,道,みち,road / way,MI-CHI — ROAD. → michi.,96
9,5,kado,角,かど,corner,KA-DO — CORNER. → kado.,1074
9,6,iriguchi,入口,いりぐち,entrance,I-RI-GU-CHI — ENTRANCE. → iriguchi.,2718
9,7,deguchi,出口,でぐち,exit,DE-GU-CHI — EXIT. → deguchi.,2354
9,8,kaidan,階段,かいだん,stairs,KAI-DAN — STAIRS. → kaidan.,
9,9,erebeetaa,エレベーター,えれべーたー,elevator,E-RE-BEE-TAA — ELEVATOR. → erebeetaa.,1898
9,10,heya,部屋,へや,room,"HEY, YA in the ROOM. → heya.",230
9,11,daidokoro,台所,だいどころ,kitchen,DAI-DO-KO-RO — KITCHEN. → daidokoro.,1091
9,12,ofuro,お風呂,おふろ,bath,O-FU-RO — BATH. → ofuro.,1365
9,13,shawaa,シャワー,しゃわー,shower,SHA-WAA — SHOWER. → shawaa.,1269
9,14,toire,トイレ,といれ,toilet,TOI-RE sounds close to TOILET. → toire.,1708
9,15,mado,窓,まど,window,MA-DO — WINDOW. → mado.,662
9,16,kagi,鍵,かぎ,key,KA-GI — KEY. → kagi.,557
9,17,tsukue,机,つくえ,desk,TSU-KUE — DESK. → tsukue.,1333
9,18,isu,椅子,いす,chair,I-SU — CHAIR. → isu.,1084
9,19,beddo,ベッド,べっど,bed,BED — same word. → beddo.,440
9,20,terebi,テレビ,てれび,TV,TE-RE-BI — TV. → terebi.,698
9,21,keitai,携帯,けいたい,mobile phone,KEI-TAI — MOBILE PHONE. → keitai.,4550
9,22,sumaho,スマホ,すまほ,smartphone,SU-MA-HO — SMARTPHONE. → sumaho.,
9,23,pasokon,パソコン,ぱそこん,computer,PA-SO-KON — COMPUTER. → pasokon.,964
9,24,internetto,インターネット,いんたーねっと,internet,IN-TE-rN-E-TTO — INTERNET. → internetto.,4919
9,25,meeru,メール,めーる,email / message,MEE-RU — EMAIL. → meeru.,655
9,26,messeeji,メッセージ,めっせーじ,message,ME-SSEE-JI — MESSAGE. → messeeji.,655
9,27,shashin,写真,しゃしん,photo,SHA-SHIN — PICTURE. → shashin.,1382
9,28,douga,動画,どうが,video,DOU-GA — VIDEO. → douga.,1321
9,29,ongaku,音楽,おんがく,music,ON-GA-KU — MUSIC. → ongaku.,523
9,30,uta,歌,うた,song,U-TA — SONG. → uta.,630
9,31,eiga,映画,えいが,movie,EI-GA — MOVIE. → eiga.,485
9,32,terebi bangumi,テレビ番組,てれびばんぐみ,TV show,TE-RE-BI BAN-GU-MI — TV SHOW. → terebi bangumi.,698
9,33,geemu,ゲーム,げーむ,game,GAME — same word. → geemu.,385
9,34,manga,漫画,まんが,manga / comic,MAN-GA — MANGA. → manga.,2939
9,35,zasshi,雑誌,ざっし,magazine,ZA-SSHI — MAGAZINE. → zasshi.,1363
9,36,shinbun,新聞,しんぶん,newspaper,SHIN-BUN — NEWSPAPER. → shinbun.,1595
9,37,pen,ペン,ぺん,pen,PEN — PEN. → pen.,1892
9,38,kami,紙,かみ,paper,CAMI sees GOD in the shrine. → kami.,515
9,39,kaban,鞄,かばん,bag,KA-BAN — BAG. → kaban.,593
9,40,saifu,財布,さいふ,wallet,SAI-FU — WALLET. → saifu.,2094
9,41,megane,眼鏡,めがね,glasses,ME-GAN-E — GLASSES. → megane.,
9,42,tokei,時計,とけい,clock / watch,TO-KEI — CLOCK. → tokei.,231
9,43,fuku,服,ふく,clothes,FU-KU — CLOTHES. → fuku.,
9,44,kutsu,靴,くつ,shoes,KU-TSU — SHOES. → kutsu.,
9,45,shatsu,シャツ,しゃつ,shirt,SHA-TSU — SHIRT. → shatsu.,1151
9,46,zubon,ズボン,ずぼん,trousers / pants,ZU-BON — TROUSERS. → zubon.,
9,47,uwagi,上着,うわぎ,jacket / outerwear,U-WA-GI — JACKET. → uwagi.,1540
9,48,boushi,帽子,ぼうし,hat,BOU-SHI — HAT. → boushi.,575
9,49,kasa,傘,かさ,umbrella,KA-SA — UMBRELLA. → kasa.,4234
10,0,kaisha,会社,かいしゃ,company / workplace,KAISHA — COMPANY → kaisha.,508
10,1,shigoto,仕事,しごと,work / job,SHE GOes TO WORK. → shigoto.,109
10,2,kyoushitsu,教室,きょうしつ,classroom,KYOU-SHI-TSU — CLASSROOM. → kyoushitsu.,
10,3,daigaku,大学,だいがく,university,DAI-GA-KU — UNIVERSITY. → daigaku.,2053
10,4,byouin,病院,びょういん,hospital,BYOUIN — HOSPITAL. → byouin.,582
10,5,konbini,コンビニ,こんびに,convenience store,KON-BIN-I — CONVENIENCE STORE. → konbini.,
10,6,suupaa,スーパー,すーぱー,supermarket,SUU-PAA — SUPERMARKET. → suupaa.,
10,7,resutoran,レストラン,れすとらん,restaurant,RE-SU-TO-RAN — RESTAURANT. → resutoran.,1170
10,8,kissa,喫茶店,きっさてん,cafe / coffee shop,KI-SSA — CAFE. → kissa.,540
10,9,hoteru,ホテル,ほてる,hotel,HO-TE-RU — HOTEL. → hoteru.,669
10,10,kuukou,空港,くうこう,airport,KUU-KOU — AIRPORT. → kuukou.,1473
10,11,basu,バス,ばす,bus,BA-SU — BUS. → basu.,883
10,12,takushii,タクシー,たくしー,taxi,TA-KU-SHII — TAXI. → takushii.,1989
10,13,jitensha,自転車,じてんしゃ,bicycle,JI-TEN-SHA — BICYCLE. → jitensha.,4716
10,14,hikouki,飛行機,ひこうき,airplane,HI-KOU-KI — AIRPLANE. → hikouki.,3073
10,15,chikatetsu,地下鉄,ちかてつ,subway,CHI-KA-TE-TSU — SUBWAY. → chikatetsu.,3543
10,16,noriba,乗り場,のりば,boarding place / stop,N-O-RI-BA — BOARDING PLACE. → noriba.,148
10,17,kippu,切符,きっぷ,ticket,KI-PPU — TICKET. → kippu.,787
10,18,ryoukin,料金,りょうきん,fee / fare,RYOU-KIN — FEE. → ryoukin.,3316
10,19,okane,お金,おかね,money,"OKAY, NE? Need MONEY. → okane.",182
10,20,genkin,現金,げんきん,cash,GEN-KIN — CASH. → genkin.,897
10,21,kaado,カード,かーど,card,KAA-DO — CARD. → kaado.,571
10,22,kurejitto kaado,クレジットカード,くれじっとかーど,credit card,KU-RE-JI-TTO KAA-DO — CREDIT CARD. → kurejitto kaado.,1236
10,23,ryoushuusho,領収書,りょうしゅうしょ,receipt,RYOU-SHUU-SHO — RECEIPT. → ryoushuusho.,3632
10,24,nedan,値段,ねだん,price,N-E-DAN — PRICE. → nedan.,1061
10,25,waribiki,割引,わりびき,discount,WA-RI-BI-KI — DISCOUNT. → waribiki.,
10,26,goukei,合計,ごうけい,total / sum,GOU-KEI — TOTAL. → goukei.,1460
10,27,otsuri,お釣り,おつり,change (money),O-TSU-RI — CHANGE (MONEY). → otsuri.,182
10,28,tada,ただ,ただ,free / just,TA-DA — FREE. → tada.,31
10,29,muryou,無料,むりょう,free of charge,MU-RYOU — FREE OF CHARGE. → muryou.,464
10,30,ryouri,料理,りょうり,cooking / cuisine,RYOU-RI — COOKING. → ryouri.,
10,31,tabemono,食べ物,たべもの,food,TA-BE-MON-O — FOOD. → tabemono.,509
10,32,nomimono,飲み物,のみもの,drink / beverage,N-O-MI-MON-O — DRINK. → nomimono.,248
10,33,asa gohan,朝ご飯,あさごはん,breakfast,A-SA GO-HAN — BREAKFAST. → asa gohan.,1002
10,34,hiru gohan,昼ご飯,ひるごはん,lunch,HI-RU GO-HAN — LUNCH. → hiru gohan.,676
10,35,ban gohan,晩ご飯,ばんごはん,dinner,BAN GO-HAN — DINNER. → ban gohan.,418
10,36,pan,パン,ぱん,bread,PAN — BREAD. → pan.,1845
10,37,tamago,卵,たまご,egg,TA-MA-GO — EGG. → tamago.,1020
10,38,tori niku,鶏肉,とりにく,chicken,TO-RI N-I-KU — CHICKEN. → tori niku.,923
10,39,buta niku,豚肉,ぶたにく,pork,BU-TA N-I-KU — PORK. → buta niku.,3723
10,40,gyuu niku,牛肉,ぎゅうにく,beef,GYUU N-I-KU — BEEF. → gyuu niku.,2322
10,41,shio,塩,しお,salt,SHIO — SALT. → shio.,2282
10,42,satou,砂糖,さとう,sugar,SA-TOU — SUGAR. → satou.,1487
10,43,abura,油,あぶら,oil,A-BU-RA — OIL. → abura.,1377
10,44,gyuunyuu,牛乳,ぎゅうにゅう,milk,GYUUN-YUU — MILK. → gyuunyuu.,1338
10,45,biiru,ビール,びーる,beer,BII-RU — BEER. → biiru.,807
10,46,osake,お酒,おさけ,alcohol / sake,O-SA-KE — ALCOHOL. → osake.,895
10,47,oishii,美味しい,おいしい,delicious,OI-SHII — DELICIOUS. → oishii.,2299
10,48,mazui,まずい,まずい,bad-tasting / bad,MA-ZUI — BAD-TASTING. → mazui.,166
10,49,onaka,お腹,おなか,stomach / belly,ON-A-KA — STOMACH. → onaka.,1612
